"strategy_id","primary_id","Edgar_Class","CSC.Sector","CSC.Subsector","value","Year","Gas","design_id","future_id","strategy","Code","Contry","source","value_original","value_hp"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",0.12515,2022,"CH4",0,0,"Strategy TX:BASE","BGR","bulgaria","SISEPUEDE",0.12515,0.12515
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",0.125246778412412,2023,"CH4",0,0,"Strategy TX:BASE","BGR","bulgaria","SISEPUEDE",0.125246778412412,0.125246778412412
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",0.125337545046066,2024,"CH4",0,0,"Strategy TX:BASE","BGR","bulgaria","SISEPUEDE",0.125337545046066,0.125337545046066
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",0.125417700317437,2025,"CH4",0,0,"Strategy TX:BASE","BGR","bulgaria","SISEPUEDE",0.125417700317437,0.125417700317437
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",0.125483875399116,2026,"CH4",0,0,"Strategy TX:BASE","BGR","bulgaria","SISEPUEDE",0.125483875399116,0.125483875399116
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",0.125533759436095,2027,"CH4",0,0,"Strategy TX:BASE","BGR","bulgaria","SISEPUEDE",0.125533759436095,0.125533759436095
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",0.125565937507312,2028,"CH4",0,0,"Strategy TX:BASE","BGR","bulgaria","SISEPUEDE",0.125565937507312,0.125565937507312
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",0.125579740761312,2029,"CH4",0,0,"Strategy TX:BASE","BGR","bulgaria","SISEPUEDE",0.125579740761312,0.125579740761312
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",0.125575109595153,2030,"CH4",0,0,"Strategy TX:BASE","BGR","bulgaria","SISEPUEDE",0.125575109595153,0.125575109595153
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",0.125552470279595,2031,"CH4",0,0,"Strategy TX:BASE","BGR","bulgaria","SISEPUEDE",0.125552470279595,0.125552470279595
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",0.12551262505301,2032,"CH4",0,0,"Strategy TX:BASE","BGR","bulgaria","SISEPUEDE",0.12551262505301,0.12551262505301
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",0.125456655402984,2033,"CH4",0,0,"Strategy TX:BASE","BGR","bulgaria","SISEPUEDE",0.125456655402984,0.125456655402984
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",0.125385838019746,2034,"CH4",0,0,"Strategy TX:BASE","BGR","bulgaria","SISEPUEDE",0.125385838019746,0.125385838019746
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",0.125301572731196,2035,"CH4",0,0,"Strategy TX:BASE","BGR","bulgaria","SISEPUEDE",0.125301572731196,0.125301572731196
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",0.125205321607455,2036,"CH4",0,0,"Strategy TX:BASE","BGR","bulgaria","SISEPUEDE",0.125205321607455,0.125205321607455
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",0.125098558346035,2037,"CH4",0,0,"Strategy TX:BASE","BGR","bulgaria","SISEPUEDE",0.125098558346035,0.125098558346035
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",0.124982727009946,2038,"CH4",0,0,"Strategy TX:BASE","BGR","bulgaria","SISEPUEDE",0.124982727009946,0.124982727009946
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",0.12485920918395,2039,"CH4",0,0,"Strategy TX:BASE","BGR","bulgaria","SISEPUEDE",0.12485920918395,0.12485920918395
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",0.124729298632759,2040,"CH4",0,0,"Strategy TX:BASE","BGR","bulgaria","SISEPUEDE",0.124729298632759,0.124729298632759
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",0.124594182584201,2041,"CH4",0,0,"Strategy TX:BASE","BGR","bulgaria","SISEPUEDE",0.124594182584201,0.124594182584201
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",0.124454928815312,2042,"CH4",0,0,"Strategy TX:BASE","BGR","bulgaria","SISEPUEDE",0.124454928815312,0.124454928815312
